Minute,Timestamp,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Best_Overall_Objective,Best_Run
148,07/14/2026 11:20,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
149,07/14/2026 11:21,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
150,07/14/2026 11:22,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
151,07/14/2026 11:23,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
152,07/14/2026 11:24,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
153,07/14/2026 11:25,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986357,Run1
154,07/14/2026 11:26,25,-0.986376,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,24,-0.986357,RUNNING,-0.986376,Run1
155,07/14/2026 11:27,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
156,07/14/2026 11:28,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
157,07/14/2026 11:29,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
158,07/14/2026 11:30,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
159,07/14/2026 11:31,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
160,07/14/2026 11:32,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
161,07/14/2026 11:33,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
162,07/14/2026 11:34,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
163,07/14/2026 11:35,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
164,07/14/2026 11:36,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
165,07/14/2026 11:37,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
166,07/14/2026 11:38,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
167,07/14/2026 11:40,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
168,07/14/2026 11:41,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
169,07/14/2026 11:42,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
170,07/14/2026 11:43,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
171,07/14/2026 11:44,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
172,07/14/2026 11:45,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
173,07/14/2026 11:46,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
174,07/14/2026 11:47,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
175,07/14/2026 11:48,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
176,07/14/2026 11:49,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
177,07/14/2026 11:50,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
178,07/14/2026 11:51,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
179,07/14/2026 11:52,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
180,07/14/2026 11:53,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
181,07/14/2026 11:54,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
182,07/14/2026 11:55,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
183,07/14/2026 11:56,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
184,07/14/2026 11:57,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
185,07/14/2026 11:58,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
186,07/14/2026 11:59,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
187,07/14/2026 12:00,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
188,07/14/2026 12:01,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
189,07/14/2026 12:02,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
190,07/14/2026 12:03,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
191,07/14/2026 12:04,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
192,07/14/2026 12:05,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
193,07/14/2026 12:06,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
194,07/14/2026 12:07,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
195,07/14/2026 12:08,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
196,07/14/2026 12:09,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
197,07/14/2026 12:10,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
198,07/14/2026 12:11,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
199,07/14/2026 12:12,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
200,07/14/2026 12:13,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
201,07/14/2026 12:14,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
202,07/14/2026 12:15,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
203,07/14/2026 12:16,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
204,07/14/2026 12:18,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
205,07/14/2026 12:19,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
206,07/14/2026 12:20,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
207,07/14/2026 12:21,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
208,07/14/2026 12:22,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
209,07/14/2026 12:23,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
210,07/14/2026 12:24,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
211,07/14/2026 12:25,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
212,07/14/2026 12:26,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,26,-0.986445,RUNNING,-0.986445,Run1
213,07/14/2026 12:27,28,-0.986579,RUNNING,27,-0.986558,RUNNING,27,-0.986558,RUNNING,28,-0.986579,RUNNING,27,-0.986558,RUNNING,-0.986579,Run1
214,07/14/2026 12:28,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
215,07/14/2026 12:29,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
216,07/14/2026 12:30,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
217,07/14/2026 12:31,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
218,07/14/2026 12:32,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
219,07/14/2026 12:33,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
220,07/14/2026 12:34,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
221,07/14/2026 12:35,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
222,07/14/2026 12:36,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
223,07/14/2026 12:37,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
224,07/14/2026 12:38,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
225,07/14/2026 12:39,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
226,07/14/2026 12:40,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
227,07/14/2026 12:41,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
228,07/14/2026 12:42,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
229,07/14/2026 12:43,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
230,07/14/2026 12:44,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
231,07/14/2026 12:45,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
232,07/14/2026 12:46,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
233,07/14/2026 12:47,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
234,07/14/2026 12:48,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
235,07/14/2026 12:49,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
236,07/14/2026 12:50,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
237,07/14/2026 12:51,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
238,07/14/2026 12:52,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
239,07/14/2026 12:53,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
240,07/14/2026 12:54,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
241,07/14/2026 12:55,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
242,07/14/2026 12:56,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
243,07/14/2026 12:57,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
244,07/14/2026 12:58,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
245,07/14/2026 12:59,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
246,07/14/2026 13:00,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
247,07/14/2026 13:01,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
248,07/14/2026 13:03,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
249,07/14/2026 13:04,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
250,07/14/2026 13:05,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
251,07/14/2026 13:06,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
252,07/14/2026 13:07,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
253,07/14/2026 13:08,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
254,07/14/2026 13:09,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
255,07/14/2026 13:10,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
256,07/14/2026 13:11,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
257,07/14/2026 13:12,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
258,07/14/2026 13:13,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
259,07/14/2026 13:14,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
260,07/14/2026 13:15,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
261,07/14/2026 13:16,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
262,07/14/2026 13:17,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
263,07/14/2026 13:18,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
264,07/14/2026 13:19,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
265,07/14/2026 13:20,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
266,07/14/2026 13:21,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
267,07/14/2026 13:22,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
268,07/14/2026 13:23,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
269,07/14/2026 13:24,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
270,07/14/2026 13:25,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
271,07/14/2026 13:26,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
272,07/14/2026 13:27,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
273,07/14/2026 13:28,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
274,07/14/2026 13:29,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
275,07/14/2026 13:30,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
276,07/14/2026 13:31,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
277,07/14/2026 13:32,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
278,07/14/2026 13:33,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
279,07/14/2026 13:34,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
280,07/14/2026 13:35,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
281,07/14/2026 13:36,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
282,07/14/2026 13:37,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
283,07/14/2026 13:38,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
284,07/14/2026 13:39,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
285,07/14/2026 13:40,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
286,07/14/2026 13:41,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
287,07/14/2026 13:42,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
288,07/14/2026 13:43,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
289,07/14/2026 13:44,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
290,07/14/2026 13:45,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
291,07/14/2026 13:47,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
292,07/14/2026 13:48,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
293,07/14/2026 13:49,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
294,07/14/2026 13:50,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
295,07/14/2026 13:51,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
296,07/14/2026 13:52,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
